Wall time,Step,Value
1723093558.7136416,1954,1954.0
1723093596.69783,1957,1957.0
1723093647.1954224,1961,1961.0
1723093659.714883,1962,1962.0
1723093672.252939,1963,1963.0
1723093684.86542,1964,1964.0
1723093697.4444594,1965,1965.0
1723093722.6189945,1967,1967.0
1723093735.3072941,1968,1968.0
1723093747.9465666,1969,1969.0
1723093861.62841,1978,1978.0
1723093886.7595484,1980,1980.0
1723093911.663145,1982,1982.0
1723093962.224833,1986,1986.0
1723093987.714324,1988,1988.0
1723094000.3133962,1989,1989.0
1723094037.8347566,1992,1992.0
1723094050.4611948,1993,1993.0
1723094367.925177,2018,2018.0
1723094418.1112916,2022,2022.0
1723094430.706895,2023,2023.0
1723094481.036543,2027,2027.0
1723094506.2923195,2029,2029.0
1723094544.289929,2032,2032.0
1723094594.6831772,2036,2036.0
1723094607.1222365,2037,2037.0
1723094657.1039126,2041,2041.0
1723094694.8580287,2044,2044.0
1723094745.4809675,2048,2048.0
1723094833.5636733,2055,2055.0
1723094846.0788474,2056,2056.0
1723094858.590988,2057,2057.0
1723094997.2593908,2068,2068.0
1723095009.9680178,2069,2069.0
1723095035.4668121,2071,2071.0
1723095085.9745643,2075,2075.0
1723095149.0169384,2080,2080.0
1723095211.7155833,2085,2085.0
1723095236.991047,2087,2087.0
1723095249.6340249,2088,2088.0
1723095274.784308,2090,2090.0
1723095287.3728497,2091,2091.0
1723095299.808821,2092,2092.0
1723095350.1598194,2096,2096.0
1723095375.173734,2098,2098.0
1723095387.7516642,2099,2099.0
1723095413.0604722,2101,2101.0
1723095451.3878095,2104,2104.0
1723095476.3538475,2106,2106.0
1723095526.7560813,2110,2110.0
1723095539.2680252,2111,2111.0
1723095589.2151036,2115,2115.0
1723095601.829946,2116,2116.0
1723095652.2366555,2120,2120.0
1723095664.9554758,2121,2121.0
1723095702.6175263,2124,2124.0
1723095715.171754,2125,2125.0
1723095753.0419352,2128,2128.0
1723095841.7846181,2135,2135.0
1723095854.381162,2136,2136.0
1723095867.295763,2137,2137.0
1723095904.8953104,2140,2140.0
1723095955.3427482,2144,2144.0
1723096031.0729792,2150,2150.0
1723096094.031391,2155,2155.0
1723096156.7737863,2160,2160.0
1723096169.445769,2161,2161.0
1723096194.7629678,2163,2163.0
1723096283.7253098,2170,2170.0
1723096372.0922308,2177,2177.0
1723096485.5823622,2186,2186.0
1723096510.6791158,2188,2188.0
1723096535.6568875,2190,2190.0
1723096598.2631276,2195,2195.0
1723096661.5636706,2200,2200.0
1723096686.8686695,2202,2202.0
1723096699.4498158,2203,2203.0
1723096712.0624108,2204,2204.0
1723096786.9907548,2210,2210.0
1723096812.119696,2212,2212.0
1723096824.7901647,2213,2213.0
1723096849.9744723,2215,2215.0
1723096862.723884,2216,2216.0
1723096938.4844058,2222,2222.0
1723096988.8305142,2226,2226.0
1723097014.3713636,2228,2228.0
1723097127.4469192,2237,2237.0
1723097165.8058128,2240,2240.0
1723097203.4090824,2243,2243.0
1723097228.5559275,2245,2245.0
1723097353.7920635,2255,2255.0
1723097391.8032951,2258,2258.0
1723097404.3812325,2259,2259.0
1723097480.0692768,2265,2265.0
1723097517.6642146,2268,2268.0
1723097631.0948427,2277,2277.0
1723097681.553801,2281,2281.0
1723097694.223401,2282,2282.0
1723097744.348647,2286,2286.0
1723097832.8516169,2293,2293.0
1723097845.5390928,2294,2294.0
1723097933.8968027,2301,2301.0
1723097996.6994717,2306,2306.0
1723098009.2199903,2307,2307.0
1723098046.9948719,2310,2310.0
1723098072.1930938,2312,2312.0
1723098135.036699,2317,2317.0
1723098173.0917473,2320,2320.0
1723098236.4221437,2325,2325.0
1723098311.6311662,2331,2331.0
1723098336.8321395,2333,2333.0
1723098374.4990556,2336,2336.0
1723098437.5941498,2341,2341.0
1723098462.5878763,2343,2343.0
1723098475.1286414,2344,2344.0
1723098487.7249086,2345,2345.0
1723098512.770355,2347,2347.0
1723098525.2073178,2348,2348.0
1723098576.067266,2352,2352.0
1723098588.4802837,2353,2353.0
1723098601.1564643,2354,2354.0
1723098651.7111158,2358,2358.0
1723098677.420216,2360,2360.0
1723098753.1026187,2366,2366.0
1723098790.8450553,2369,2369.0
1723098828.7398465,2372,2372.0
1723098854.2147074,2374,2374.0
1723098916.8772588,2379,2379.0
1723098992.5718474,2385,2385.0
1723099056.1276224,2390,2390.0
1723099081.2363172,2392,2392.0
1723099106.2159805,2394,2394.0
1723099118.853677,2395,2395.0
1723099131.366875,2396,2396.0
1723099156.5311801,2398,2398.0
1723099169.1836495,2399,2399.0
1723099294.3925512,2409,2409.0
1723099344.9573114,2413,2413.0
1723099382.717622,2416,2416.0
