id	score6
seq_961	-2.2517762184143066
seq_962	-2.2784433364868164
seq_963	-2.273960828781128
seq_964	-2.2572617530822754
seq_965	-2.2528257369995117
seq_966	-2.2528257369995117
seq_967	-2.2749640941619873
seq_968	-2.2660059928894043
seq_969	-2.2864606380462646
seq_970	-2.239872455596924
seq_971	-2.2864606380462646
seq_972	-2.2163197994232178
seq_973	-2.2731690406799316
seq_974	-2.2503135204315186
seq_975	-2.247776985168457
seq_976	-2.2277607917785645
seq_977	-2.3100616931915283
seq_978	-2.2608306407928467
seq_979	-2.3084065914154053
seq_980	-2.2536449432373047
seq_981	-2.2536449432373047
seq_982	-2.270418882369995
seq_983	-2.272062301635742
seq_984	-2.256683588027954
seq_985	-2.235175609588623
seq_986	-2.2760894298553467
seq_987	-2.2474400997161865
seq_988	-2.2269577980041504
seq_989	-2.2604188919067383
seq_990	-2.261924982070923
seq_991	-2.242478370666504
seq_992	-2.278759002685547
seq_993	-2.242478370666504
seq_994	-2.243173360824585
seq_995	-2.2802841663360596
seq_996	-2.2802841663360596
seq_997	-2.2237417697906494
seq_998	-2.2763161659240723
seq_999	-2.2448017597198486
seq_1000	-2.2448017597198486
